0.0027263,0.14224,-0.20172,0.0032076,0.15905,-0.20197,0.0071239,0.17332,-0.21898,0.0071239,0.16749,-0.26043,0.0071239,0.16387,-0.28618,0.0061544,0.17125,-0.18394,0.0061544,0.16544,-0.14262,0.0061544,0.16154,-0.1149,0.0027651,0.18263,-0.20272,-0.0091249,0.11449,-0.2141,-0.0091249,0.063687,-0.21321,-0.024024,0.0014861,-0.21213,-0.0091249,0.11449,-0.18864,-0.0091249,0.063432,-0.18953,-0.023479,0.0020566,-0.19061
-0.00031727,0.14229,-0.20597,5.6635e-05,0.15909,-0.20508,-0.016372,0.17445,-0.20665,-0.019636,0.1335,-0.21473,-0.019711,0.10958,-0.20453,0.018538,0.17074,-0.20736,0.018167,0.1291,-0.21015,0.018244,0.10335,-0.19919,-0.0010979,0.18185,-0.19927,-0.013887,0.11494,-0.19484,-0.008757,0.064535,-0.19111,-0.012789,0.0070682,-0.19123,0.011511,0.11457,-0.19318,0.0072305,0.06391,-0.18841,0.010943,0.0059996,-0.18915
-0.00035517,0.14229,-0.20597,3.5748e-05,0.15908,-0.20507,-0.016342,0.1745,-0.20656,-0.0196,0.13356,-0.21466,-0.019685,0.10964,-0.20447,0.01855,0.17066,-0.20743,0.018226,0.12903,-0.21025,0.01828,0.10328,-0.19928,-0.0011198,0.18186,-0.19931,-0.013901,0.11494,-0.19485,-0.008759,0.06453,-0.19112,-0.012788,0.0070813,-0.19124,0.011498,0.11456,-0.19319,0.0072279,0.063899,-0.18841,0.010939,0.0060038,-0.18914
-0.0003612,0.14228,-0.20596,4.3591e-05,0.15907,-0.20507,-0.016312,0.17452,-0.20652,-0.019597,0.1336,-0.21466,-0.01969,0.10967,-0.20448,0.018573,0.17063,-0.20745,0.018295,0.129,-0.21029,0.018315,0.10325,-0.19932,-0.0011313,0.18187,-0.19935,-0.013892,0.11493,-0.19482,-0.0087638,0.064518,-0.19113,-0.012799,0.00709,-0.19125,0.011508,0.11455,-0.19319,0.0072339,0.063897,-0.18841,0.010933,0.0060159,-0.18915
-0.00033676,0.14229,-0.20594,7.3147e-05,0.15908,-0.20504,-0.016284,0.17453,-0.20651,-0.019603,0.13361,-0.21466,-0.019703,0.10967,-0.2045,0.018603,0.17064,-0.2074,0.018346,0.12901,-0.21026,0.018328,0.10326,-0.19929,-0.0011045,0.18189,-0.19937,-0.013874,0.11494,-0.19481,-0.0087627,0.06452,-0.19114,-0.01281,0.0070816,-0.19124,0.011527,0.11455,-0.19319,0.0072386,0.063898,-0.1884,0.01093,0.0060313,-0.18918
-0.00032437,0.1423,-0.20593,8.4045e-05,0.15909,-0.20501,-0.016265,0.17455,-0.20647,-0.019603,0.13362,-0.21461,-0.019721,0.10968,-0.20447,0.01862,0.17064,-0.20736,0.018387,0.12901,-0.21021,0.018338,0.10326,-0.19925,-0.0010765,0.18191,-0.19938,-0.013885,0.11496,-0.19482,-0.0087818,0.064542,-0.19117,-0.012818,0.0070747,-0.19124,0.011514,0.11454,-0.19318,0.0072165,0.063887,-0.18839,0.010929,0.0060136,-0.18919
-0.00032025,0.14231,-0.20592,9.4365e-05,0.1591,-0.20499,-0.016242,0.17456,-0.20645,-0.019608,0.13365,-0.21462,-0.019743,0.1097,-0.20449,0.01864,0.17063,-0.20732,0.018431,0.129,-0.21018,0.018357,0.10325,-0.19923,-0.0010498,0.18193,-0.1994,-0.013914,0.11498,-0.19483,-0.0088171,0.064562,-0.1912,-0.012823,0.0070727,-0.19126,0.011483,0.11453,-0.19318,0.0071825,0.063877,-0.18837,0.010924,0.0060061,-0.18919
-0.00031282,0.1423,-0.20592,0.00011732,0.15909,-0.20498,-0.01621,0.17456,-0.20645,-0.019604,0.13366,-0.21467,-0.019754,0.10972,-0.20454,0.018672,0.17062,-0.20729,0.018452,0.12899,-0.21016,0.018359,0.10323,-0.19921,-0.0010254,0.18193,-0.19942,-0.013935,0.11498,-0.19484,-0.008835,0.064557,-0.19124,-0.012821,0.0070659,-0.19126,0.011461,0.11452,-0.19317,0.0071571,0.063871,-0.18832,0.010916,0.0060279,-0.18917
-0.00030093,0.14229,-0.20592,0.00014208,0.15908,-0.20497,-0.016178,0.17456,-0.20646,-0.019595,0.13367,-0.21472,-0.019755,0.10972,-0.20459,0.018703,0.17061,-0.20725,0.018439,0.12898,-0.21013,0.018337,0.10322,-0.19918,-0.0010017,0.18193,-0.19942,-0.013955,0.11498,-0.19486,-0.0088516,0.064555,-0.19129,-0.012834,0.0070462,-0.19125,0.011439,0.11451,-0.19316,0.0071276,0.063865,-0.18828,0.010905,0.0060515,-0.18917
-0.00028937,0.1423,-0.20592,0.00014481,0.15909,-0.20497,-0.01617,0.17457,-0.20647,-0.019599,0.13368,-0.21474,-0.01977,0.10973,-0.20462,0.018711,0.17061,-0.20721,0.018402,0.12898,-0.21012,0.018301,0.10322,-0.19918,-0.00098443,0.18194,-0.19943,-0.013998,0.11502,-0.19488,-0.0088936,0.064597,-0.19133,-0.012857,0.0070429,-0.19125,0.011393,0.11448,-0.19315,0.0070827,0.063835,-0.18824,0.010899,0.0060232,-0.18918
-0.00028235,0.1423,-0.20591,0.00013556,0.15909,-0.20496,-0.016175,0.17458,-0.20647,-0.019593,0.13368,-0.21471,-0.019789,0.10972,-0.20462,0.018706,0.17061,-0.2072,0.018363,0.12898,-0.21013,0.018261,0.10322,-0.19919,-0.00095504,0.18195,-0.19943,-0.014034,0.11506,-0.19489,-0.008932,0.064636,-0.19136,-0.012875,0.0070084,-0.19125,0.011352,0.11444,-0.19312,0.0070388,0.0638,-0.18819,0.010898,0.0059969,-0.18918
