0.15328,0.17991,0.058792,0.15357,0.19752,0.059176,0.15854,0.20781,0.034831,0.15854,0.20182,-0.0077343,0.15854,0.19786,-0.035955,0.15787,0.20581,0.084979,0.15787,0.19986,0.12727,0.15787,0.19589,0.15553,0.15598,0.22444,0.059095,0.14576,0.1477,0.049324,0.14576,0.085957,0.050402,0.12887,0.016226,0.051619,0.14576,0.1477,0.07019,0.14576,0.088243,0.069152,0.12844,0.020518,0.06797
0.15198,0.17991,0.058051,0.15194,0.19753,0.057495,0.17764,0.20543,0.056828,0.21259,0.18098,0.051497,0.2396,0.17912,0.042615,0.12865,0.2081,0.067418,0.08907,0.19342,0.073883,0.061472,0.19962,0.070116,0.15473,0.22378,0.063346,0.16038,0.14677,0.052547,0.16766,0.086857,0.039463,0.17981,0.01819,0.052186,0.13986,0.14743,0.056231,0.12725,0.089601,0.05051,0.11852,0.019137,0.060694
0.15197,0.18019,0.058203,0.15193,0.1978,0.057655,0.17762,0.20573,0.057064,0.2136,0.18294,0.051268,0.24065,0.18257,0.042309,0.12859,0.20837,0.067482,0.088375,0.1955,0.073876,0.061119,0.20313,0.070258,0.15476,0.22402,0.063654,0.16024,0.14702,0.052594,0.16829,0.087202,0.039548,0.18133,0.01858,0.052442,0.13971,0.1478,0.056208,0.1268,0.089993,0.050936,0.11724,0.019717,0.061363
0.15196,0.18046,0.058314,0.15198,0.19807,0.057767,0.17768,0.20598,0.057381,0.21461,0.18489,0.051119,0.24161,0.18604,0.042069,0.12857,0.20866,0.067409,0.08781,0.19759,0.0737,0.060956,0.20661,0.07026,0.15488,0.22426,0.063819,0.16022,0.14734,0.052609,0.16892,0.087576,0.039723,0.18296,0.019011,0.052762,0.13969,0.14805,0.056219,0.12623,0.09034,0.051225,0.11582,0.020221,0.06212
0.15191,0.18065,0.058385,0.15197,0.19827,0.057854,0.17768,0.20614,0.057615,0.21547,0.18678,0.050936,0.24233,0.1895,0.041796,0.12853,0.20884,0.067445,0.087292,0.19964,0.073635,0.060911,0.21,0.07032,0.15488,0.22447,0.063859,0.16028,0.14761,0.052639,0.16953,0.087904,0.039869,0.18464,0.019499,0.053065,0.13973,0.14818,0.05624,0.12564,0.090602,0.051537,0.11431,0.020599,0.062837
0.15188,0.18074,0.05847,0.15191,0.19835,0.057966,0.17761,0.20628,0.057646,0.21614,0.18858,0.050634,0.24274,0.1929,0.041354,0.12851,0.2088,0.067767,0.086868,0.20148,0.073765,0.061048,0.21319,0.070532,0.15503,0.22451,0.064043,0.16028,0.14772,0.052719,0.17014,0.088104,0.039979,0.18627,0.019766,0.053386,0.13973,0.14826,0.05632,0.12511,0.0908,0.051796,0.11293,0.020915,0.063538
0.15186,0.18065,0.058624,0.1519,0.19826,0.058155,0.17759,0.20619,0.05769,0.2168,0.19019,0.050293,0.24306,0.1961,0.040938,0.12856,0.20869,0.06813,0.086602,0.20318,0.073841,0.061413,0.21621,0.070702,0.15495,0.22443,0.064207,0.16022,0.14764,0.052752,0.17077,0.088136,0.040062,0.18788,0.019845,0.053787,0.13967,0.14819,0.056363,0.12454,0.090853,0.052001,0.11167,0.02103,0.064205
0.15177,0.18038,0.058779,0.15189,0.198,0.05831,0.1777,0.20557,0.058306,0.2175,0.19142,0.050383,0.24345,0.1989,0.041278,0.12851,0.20879,0.067775,0.086332,0.20499,0.073273,0.061855,0.21934,0.070233,0.15478,0.22417,0.064439,0.16011,0.14739,0.052746,0.17136,0.087989,0.040155,0.18941,0.019719,0.054295,0.13957,0.14798,0.056368,0.12388,0.090769,0.052198,0.11051,0.020982,0.064817
0.15166,0.18007,0.058897,0.15192,0.19768,0.058404,0.17784,0.20478,0.059289,0.21811,0.19235,0.050851,0.24351,0.20144,0.041653,0.12841,0.20897,0.066938,0.086094,0.20682,0.072249,0.06241,0.22247,0.069307,0.1547,0.22381,0.064739,0.16001,0.14709,0.052755,0.17193,0.0878,0.040278,0.1908,0.019495,0.054812,0.13947,0.14768,0.056394,0.12329,0.090597,0.052429,0.10935,0.020895,0.065536
0.15159,0.17972,0.058996,0.15196,0.19733,0.058517,0.17791,0.20426,0.059757,0.21858,0.19364,0.050765,0.24339,0.20427,0.041623,0.12841,0.20877,0.066746,0.086006,0.20835,0.071762,0.063186,0.22525,0.068916,0.15459,0.22348,0.064839,0.15997,0.14681,0.052754,0.1725,0.087618,0.040424,0.19209,0.019382,0.055187,0.13943,0.1473,0.056397,0.1227,0.090359,0.052637,0.10805,0.02074,0.066255
0.15155,0.17928,0.059069,0.15197,0.19689,0.058623,0.17792,0.20384,0.059764,0.2189,0.195,0.050276,0.24303,0.20715,0.041193,0.12846,0.20823,0.067071,0.086021,0.20962,0.07165,0.064116,0.22771,0.068937,0.15473,0.22302,0.064932,0.15998,0.14646,0.052731,0.17308,0.087352,0.040574,0.19339,0.019232,0.055526,0.13944,0.14679,0.056393,0.12204,0.090037,0.052836,0.10662,0.020444,0.066863
